4.271710272532404318e+00,7.653212789856804754e+00,9.071861957742161309e+00,9.348735462033129551e+00
6.909450766864195792e+00,4.063553533310084731e+00,1.092089312211573926e+01,1.201580995717391076e+01
7.311141726620117964e+00,2.735550854824673195e+00,7.528827642648757923e+00,1.039079986150035495e+01
9.153653894088563447e+00,2.731149799769578390e+00,8.221033683805352155e+00,1.224069703749069760e+01
6.492032575496451408e+00,3.495408784293167592e+00,7.464495498909051285e+00,9.889625771748342231e+00
7.426473041423733434e+00,2.744858194584846700e+00,7.695200872027364802e+00,1.080140300962582600e+01
5.538920779781330239e+00,4.652392008077809393e+00,9.055930513246490676e+00,1.040514870697218086e+01
7.302729141015809944e+00,4.213387923210139441e+00,8.921791127387070475e+00,1.154471050082788608e+01
7.850928711305356522e+00,3.821203975116972629e+00,9.712867367277006281e+00,1.251312699834071296e+01
5.303718013476280468e+00,6.454108069809114667e+00,8.601622493379791123e+00,1.017158257006700417e+01
6.607156973545022183e+00,4.715166641050876351e+00,8.071440474989316272e+00,1.078294101300411967e+01
7.766076288159862173e+00,2.822928350124603192e+00,8.330163142218182770e+00,1.190376056962195506e+01
4.686554704258527160e+00,5.006137758345098554e+00,8.386493831435831936e+00,9.850028387382565143e+00
7.421522968396902620e+00,3.213107868519441190e+00,9.169110501554818882e+00,1.233244345312520096e+01
6.950872490302401729e+00,3.873337765962330259e+00,7.052208683825250901e+00,1.076614959510311742e+01
5.688968843780240370e+00,5.611399499573367144e+00,8.240486026065443781e+00,1.060900666861585506e+01
6.058143497930456256e+00,5.015499450449660834e+00,1.148355879921246370e+01,1.345829770285708094e+01
6.400968435350614882e+00,4.446442557715795552e+00,8.515367927196962228e+00,1.146827902206780436e+01
5.942161221092524315e+00,3.754137842727669927e+00,6.454680676153728314e+00,9.833927333522979097e+00
6.992509119202279244e+00,3.740266291827137657e+00,7.655157951774836711e+00,1.150617908286903912e+01
7.450916544128777019e+00,3.716631038382635310e+00,8.914696362494975546e+00,1.278823324722240073e+01
5.376731596760132348e+00,6.223397590034332794e+00,9.466529311416781667e+00,1.177212370720770096e+01
6.422088333588799713e+00,4.910935493289481535e+00,8.676607768433123979e+00,1.197822697490115296e+01
4.065028391451615875e+00,5.109246177199295857e+00,8.317838798774790376e+00,1.007867127131205365e+01
7.608375114201026967e+00,4.448539055728209846e+00,8.010243815298792924e+00,1.261215030126940917e+01
4.908503945308729577e+00,5.406629358793833440e+00,7.847252901313979123e+00,1.039808930722344371e+01
5.969246067714116144e+00,4.123700771613678207e+00,8.834710112676205540e+00,1.204219766576352413e+01
6.586372376418080599e+00,5.255606977115644618e+00,6.680122419533036648e+00,1.104119751174119024e+01
8.319725842796941606e+00,3.559658716521896249e+00,8.420972771333591567e+00,1.379776292433100693e+01
4.431218975993455267e+00,7.898503817937182703e+00,8.428560551071861084e+00,1.075560508831929951e+01
6.958890738171872314e+00,3.924144426912807404e+00,6.985896508904182234e+00,1.174752044523163619e+01
7.372475465916648041e+00,3.912682243503036617e+00,8.244786077337648678e+00,1.307504614905339757e+01
6.038431412258443487e+00,3.503202191036292490e+00,6.584975283227740839e+00,1.076120868912919804e+01
7.908161883285430349e+00,3.696278561589759537e+00,8.781432045786797147e+00,1.407963684015853900e+01
7.334997780949159996e+00,2.936396462777720373e+00,8.560697319004601624e+00,1.348892028466162252e+01
6.069150597917352563e+00,5.323264233841682902e+00,9.291875848458442277e+00,1.310051201516266417e+01
6.972509690152392636e+00,3.640671223514724719e+00,9.366865603937963414e+00,1.396831701360195055e+01
6.783636255668710646e+00,3.401851486013709014e+00,7.994534038859391956e+00,1.276029124393343750e+01
5.079064475241311882e+00,4.770715030078053864e+00,9.524238104057133114e+00,1.270438972839386338e+01
4.532791647202869534e+00,7.297252036134166175e+00,7.189094807451244407e+00,1.027811354534588517e+01
